,experiment_id,sample_id,system_class,system_class_xval,diffuse_binary,disordered_binary,crystalline_binary,diffuse_binary_xval,diffuse_binary_pr,disordered_binary_xval,disordered_binary_pr,crystalline_binary_xval,crystalline_binary_pr
358,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
352,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
419,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1495,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
397,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1485,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
395,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
400,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1418,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
1437,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
412,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
364,,,crystalline,crystalline,False,False,True,False,False,False,False,True,True
693,,,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
695,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1227,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1238,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1828,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1802,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1296,,,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1815,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1404,,,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1368,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
701,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1801,,,diffuse,unidentified,True,False,False,False,False,False,False,False,False
1816,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
692,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
718,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1850,,,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
706,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1862,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1854,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
697,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
714,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
704,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
691,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
702,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1278,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
715,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
713,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
707,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
705,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
712,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
694,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
698,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
716,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1266,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
699,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1374,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
720,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
709,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
700,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
711,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
717,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1398,,,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1803,,,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
696,,,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
703,,,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
710,,,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,True,False,False,False
721,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
731,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
734,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
736,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
756,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
762,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
763,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
770,,,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
1084,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1069,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1140,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1117,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1138,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1122,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1120,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1081,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1070,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1110,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1067,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1086,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1072,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1115,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1135,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1102,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1137,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1089,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1064,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1065,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1088,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1083,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1118,,,diffuse__disordered__crystalline,diffuse__disordered__crystalline,True,True,True,False,True,True,True,True,True
1074,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,False,False,True,True,True,True
1076,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,True,True,True,True
1096,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,True,True,True,True
1098,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,False,True,True,True
1109,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,True,True,True,True
1112,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,True,True,True,True
1130,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,False,False,True,True,True,True
1132,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,True,True,True,True
1142,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,True,True,True,True
1143,,,disordered__disordered__crystalline,disordered__disordered__crystalline,False,True,True,True,False,False,True,True,True
1381,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1236,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1806,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1250,,,unidentified,crystalline,False,False,False,False,False,False,False,True,True
1259,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1822,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1365,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1342,,,unidentified,unidentified,False,False,False,False,False,True,False,False,False
1351,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1324,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1405,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1220,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1817,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1210,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1367,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1354,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1247,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1384,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1387,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1362,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1261,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1262,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1212,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1799,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1844,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1275,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1284,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1308,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1834,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1795,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1774,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1833,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1356,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1223,,,unidentified,unidentified,False,False,False,False,False,False,False,False,False
232,R0_201811,R0_201811_1541451179,diffuse,diffuse,True,False,False,True,True,False,False,False,False
238,R0_201811,R0_201811_1541366472,diffuse,unidentified,True,False,False,False,False,False,False,False,False
241,R0_201811,R0_201811_1541312605,diffuse,diffuse,True,False,False,True,True,False,False,False,False
246,R0_201811,R0_201811_1541372847,diffuse,diffuse,True,False,False,True,True,False,False,False,False
248,R0_201811,R0_201811_1541296658,diffuse,diffuse,True,False,False,True,True,False,False,False,False
249,R0_201811,R0_201811_1541318988,diffuse,diffuse,True,False,False,True,True,True,False,False,False
259,R0_201811,R0_201811_1541364785,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
254,R0_201811,R0_201811_1541276961,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
258,R0_201811,R0_201811_1541444388,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
256,R0_201811,R0_201811_1541299847,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
237,R0_201811,R0_201811_1541447662,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
255,R0_201811,R0_201811_1541315791,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
242,R0_201811,R0_201811_1541293284,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
243,R0_201811,R0_201811_1541359696,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
245,R0_201811,R0_201811_1541382422,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
253,R0_201811,R0_201811_1541397087,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
252,R0_201811,R0_201811_1541379229,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
233,R0_201811,R0_201811_1541361397,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
251,R0_201811,R0_201811_1541376040,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
250,R0_201811,R0_201811_1541278654,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
257,R0_201811,R0_201811_1541363102,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
244,R0_201811,R0_201811_1541393898,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
229,R0_201811,R0_201811_1541306222,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
234,R0_201811,R0_201811_1541294972,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
235,R0_201811,R0_201811_1541309408,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
236,R0_201811,R0_201811_1541280343,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
240,R0_201811,R0_201811_1541282032,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
260,R0_201811,R0_201811_1541390510,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
230,R0_201811,R0_201811_1541385619,unidentified,unidentified,False,False,False,False,False,False,False,False,False
231,R0_201811,R0_201811_1541369657,unidentified,unidentified,False,False,False,False,False,False,False,False,False
239,R0_201811,R0_201811_1541388814,unidentified,unidentified,False,False,False,False,False,False,False,False,False
247,R0_201811,R0_201811_1541320673,unidentified,unidentified,False,False,False,False,False,False,False,False,False
219,R0_20190424,R0_20190424_9_1556190799,diffuse,unidentified,True,False,False,False,False,False,False,False,False
220,R0_20190424,R0_20190424_8_1556184889,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
221,R0_20190424,R0_20190424_5_1556168663,diffuse__diffuse,diffuse,True,False,False,False,True,False,False,False,False
222,R0_20190424,R0_20190424_2_1556155545,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
223,R0_20190424,R0_20190424_3_1556156857,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
224,R0_20190424,R0_20190424_4_1556162906,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
226,R0_20190424,R0_20190424_1_1556153961,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
227,R0_20190424,R0_20190424_0_1556152439,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
228,R0_20190424,R0_20190424_7_1556179937,diffuse__diffuse,diffuse,True,False,False,True,True,True,False,False,False
225,R0_20190424,R0_20190424_6_1556174466,unidentified,unidentified,False,False,False,False,False,False,False,False,False
889,R1_201611,R1_201611_1479582928,diffuse,unidentified,True,False,False,False,False,False,False,False,False
1007,R1_201611,R1_201611_1479582838,diffuse,unidentified,True,False,False,False,False,False,False,False,False
870,R1_201611,R1_201611_1479582816,diffuse,unidentified,True,False,False,False,False,False,False,False,False
942,R1_201611,R1_201611_1479582950,diffuse,diffuse,True,False,False,True,True,False,False,False,False
973,R1_201611,R1_201611_1479582939,diffuse,diffuse,True,False,False,True,True,False,False,False,False
893,R1_201611,R1_201611_1479582894,diffuse,unidentified,True,False,False,False,False,False,False,False,False
957,R1_201611,R1_201611_1479582827,diffuse,unidentified,True,False,False,False,False,False,False,False,False
802,R1_201611,R1_201611_1479582849,diffuse,unidentified,True,False,False,False,False,False,False,False,False
878,R1_201611,R1_201611_1479583062,diffuse,diffuse,True,False,False,True,True,False,False,False,False
845,R1_201611,R1_201611_1479583051,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1059,R1_201611,R1_201611_1479583073,diffuse,diffuse,True,False,False,True,True,False,False,False,False
829,R1_201611,R1_201611_1479582905,diffuse,unidentified,True,False,False,False,False,False,False,False,False
907,R1_201611,R1_201611_1479582793,diffuse,unidentified,True,False,False,False,False,False,False,False,False
834,R1_201611,R1_201611_1479582917,diffuse,unidentified,True,False,False,False,False,False,False,False,False
937,R1_201611,R1_201611_1479582872,diffuse,unidentified,True,False,False,False,False,False,False,False,False
978,R1_201611,R1_201611_1479582883,diffuse,unidentified,True,False,False,False,False,False,False,False,False
785,R1_201611,R1_201611_1479582860,diffuse,unidentified,True,False,False,False,False,False,False,False,False
901,R1_201611,R1_201611_1479582804,diffuse,unidentified,True,False,False,False,False,False,False,False,False
964,R1_201611,R1_201611_1479592576,diffuse,diffuse,True,False,False,True,True,False,False,False,False
871,R1_201611,R1_201611_1479583096,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1031,R1_201611,R1_201611_1479583084,diffuse,diffuse,True,False,False,True,True,False,False,False,False
980,R1_201611,R1_201611_1479593352,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1061,R1_201611,R1_201611_1479584017,diffuse,diffuse,True,False,False,True,True,False,False,False,False
958,R1_201611,R1_201611_1479583129,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
900,R1_201611,R1_201611_1479583107,diffuse__crystalline,diffuse__diffuse,True,False,True,True,True,False,False,False,False
1006,R1_201611,R1_201611_1479583118,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
830,R1_201611,R1_201611_1479592347,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
833,R1_201611,R1_201611_1479592190,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
951,R1_201611,R1_201611_1479583141,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
997,R1_201611,R1_201611_1479583208,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
866,R1_201611,R1_201611_1479583175,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
855,R1_201611,R1_201611_1479583231,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
967,R1_201611,R1_201611_1479583220,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
1045,R1_201611,R1_201611_1479583197,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
1012,R1_201611,R1_201611_1479583152,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
939,R1_201611,R1_201611_1479592359,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
979,R1_201611,R1_201611_1479592370,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
914,R1_201611,R1_201611_1479583243,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
906,R1_201611,R1_201611_1479583163,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
1022,R1_201611,R1_201611_1479583186,diffuse__crystalline,diffuse__crystalline,True,False,True,True,True,False,False,True,True
974,R1_201611,R1_201611_1479592381,diffuse__crystalline,diffuse,True,False,True,True,True,False,False,False,False
789,R1_201611,R1_201611_1479582961,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
823,R1_201611,R1_201611_1479582973,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
840,R1_201611,R1_201611_1479582995,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
883,R1_201611,R1_201611_1479582983,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
904,R1_201611,R1_201611_1479592791,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
923,R1_201611,R1_201611_1479583006,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
928,R1_201611,R1_201611_1479583039,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
988,R1_201611,R1_201611_1479583028,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
993,R1_201611,R1_201611_1479583017,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1002,R1_201611,R1_201611_1479582669,unidentified,unidentified,False,False,False,False,False,False,False,False,False
865,R1_201611,R1_201611_1479582782,unidentified,unidentified,False,False,False,False,False,False,False,False,False
998,R1_201611,R1_201611_1479582703,unidentified,unidentified,False,False,False,False,False,False,False,False,False
915,R1_201611,R1_201611_1479582715,unidentified,unidentified,False,False,False,False,False,False,False,False,False
854,R1_201611,R1_201611_1479582726,unidentified,unidentified,False,False,False,False,False,False,False,False,False
776,R1_201611,R1_201611_1479586250,unidentified,unidentified,False,False,False,False,False,False,False,False,False
950,R1_201611,R1_201611_1479582771,unidentified,unidentified,False,False,False,True,False,False,False,False,False
1029,R1_201611,R1_201611_1479582737,unidentified,unidentified,False,False,False,False,False,False,False,False,False
920,R1_201611,R1_201611_1479582658,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1042,R1_201611,R1_201611_1479582748,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1013,R1_201611,R1_201611_1479582759,unidentified,unidentified,False,False,False,False,False,False,False,False,False
966,R1_201611,R1_201611_1479582692,unidentified,unidentified,False,False,False,False,False,False,False,False,False
962,R1_201611,R1_201611_1479582681,unidentified,unidentified,False,False,False,False,False,False,False,False,False
77,R1_201811,R1_201811_1541468675,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
78,R1_201811,R1_201811_1541470422,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
68,R1_201811,R1_201811_1541480597,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
54,R1_201811,R1_201811_1541514684,diffuse,diffuse,True,False,False,True,True,False,False,False,False
50,R1_201811,R1_201811_1541495916,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
66,R1_201811,R1_201811_1541478886,diffuse,diffuse,True,False,False,True,True,False,False,False,False
57,R1_201811,R1_201811_1541485712,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
75,R1_201811,R1_201811_1541472103,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
73,R1_201811,R1_201811_1541482311,diffuse,diffuse,True,False,False,True,True,False,False,False,False
65,R1_201811,R1_201811_1541519777,diffuse,diffuse,True,False,False,True,True,False,False,False,False
70,R1_201811,R1_201811_1541477202,diffuse,diffuse,True,False,False,True,True,False,False,False,False
62,R1_201811,R1_201811_1541489126,diffuse,diffuse,True,False,False,True,True,False,False,False,False
47,R1_201811,R1_201811_1541473812,diffuse,diffuse,True,False,False,True,True,False,False,False,False
53,R1_201811,R1_201811_1541475495,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
64,R1_201811,R1_201811_1541499320,diffuse,diffuse,True,False,False,True,True,False,False,False,False
67,R1_201811,R1_201811_1541492523,diffuse,diffuse,True,False,False,True,True,False,False,False,False
49,R1_201811,R1_201811_1541512972,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
55,R1_201811,R1_201811_1541501080,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
58,R1_201811,R1_201811_1541502764,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
59,R1_201811,R1_201811_1541504473,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
60,R1_201811,R1_201811_1541516380,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
63,R1_201811,R1_201811_1541507869,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
69,R1_201811,R1_201811_1541518092,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
72,R1_201811,R1_201811_1541509565,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
74,R1_201811,R1_201811_1541490839,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
48,R1_201811,R1_201811_1541465229,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
52,R1_201811,R1_201811_1541463535,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
61,R1_201811,R1_201811_1541484017,unidentified,unidentified,False,False,False,False,False,True,False,False,False
76,R1_201811,R1_201811_1541466983,unidentified,unidentified,False,False,False,False,False,False,False,False,False
210,R1_20190424,R1_20190424_0_1556200015,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,True,False,False,False
211,R1_20190424,R1_20190424_1_1556201300,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
215,R1_20190424,R1_20190424_4_1556235422,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
216,R1_20190424,R1_20190424_3_1556212891,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
217,R1_20190424,R1_20190424_2_1556202839,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
209,R1_20190424,R1_20190424_7_1556218812,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
213,R1_20190424,R1_20190424_8_1556224886,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
214,R1_20190424,R1_20190424_9_1556257839,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
218,R1_20190424,R1_20190424_5_1556245572,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
212,R1_20190424,R1_20190424_6_1556251607,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
2004,R2_201611,R2_201611_1479603145,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
2005,R2_201611,R2_201611_1479603111,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
2008,R2_201611,R2_201611_1479603122,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
2010,R2_201611,R2_201611_1479603133,diffuse__diffuse,diffuse,True,False,False,True,True,True,False,False,False
2003,R2_201611,R2_201611_1479603156,diffuse__diffuse__crystalline,diffuse__diffuse,True,False,True,True,True,False,False,False,False
2006,R2_201611,R2_201611_1479603190,diffuse__diffuse__crystalline,diffuse__diffuse,True,False,True,True,True,True,False,False,False
2007,R2_201611,R2_201611_1479603167,diffuse__diffuse__crystalline,diffuse__diffuse,True,False,True,True,True,False,False,False,False
2009,R2_201611,R2_201611_1479603179,diffuse__diffuse__crystalline,diffuse__diffuse,True,False,True,True,True,False,False,False,False
297,R2_201811,R2_201811_1541582259,diffuse,diffuse,True,False,False,True,True,False,False,False,False
300,R2_201811,R2_201811_1541556601,diffuse,unidentified,True,False,False,False,False,False,False,False,False
288,R2_201811,R2_201811_1541549714,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
289,R2_201811,R2_201811_1541566840,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
292,R2_201811,R2_201811_1541568535,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
293,R2_201811,R2_201811_1541560001,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
295,R2_201811,R2_201811_1541563439,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
298,R2_201811,R2_201811_1541571996,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
299,R2_201811,R2_201811_1541554846,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
301,R2_201811,R2_201811_1541553160,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
